# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr17-3829	chr17	8372394	8372894	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3833	chr17	9167297	9167797	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4267	chr17	13682303	13683089	+	42.8	786.000	6.000000	7.0	0.4	16.87	2.77e-07	0.75
chr17-4283	chr17	17294290	17295070	+	42.8	780.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr17-4792	chr17	23540313	23540956	+	42.8	643.000	5.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3893	chr17	24533213	24533713	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-3931	chr17	26852396	26852896	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4376	chr17	26951744	26952547	+	42.8	803.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr17-3945	chr17	28225845	28226345	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3975	chr17	32396210	32396866	+	42.8	656.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3981	chr17	32924531	32925310	+	42.8	779.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr17-4454	chr17	33981336	33981836	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr17-4001	chr17	34604317	34604817	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4004	chr17	34631982	34632482	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-3625	chr17	34972378	34972878	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4044	chr17	36041942	36042442	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4046	chr17	36145259	36145759	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4498	chr17	36161336	36161979	+	42.8	643.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr17-4047	chr17	36178896	36179396	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4051	chr17	36988375	36988875	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4060	chr17	45630045	45630680	+	42.8	635.000	7.000000	7.0	0.4	16.87	2.77e-07	0.80
chr17-4064	chr17	45733754	45734385	+	42.8	631.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4073	chr17	46520421	46520921	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4089	chr17	47151658	47152158	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3731	chr17	56469817	56470461	+	42.8	644.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4188	chr17	75435680	75436180	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4198	chr17	80391587	80392087	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4211	chr17	84675940	84676440	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr17-4216	chr17	86937576	86938076	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-4222	chr17	87459526	87460026	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr18-2351	chr18	9555024	9555524	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr18-2362	chr18	11352254	11352754	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr18-2876	chr18	11855275	11855910	+	42.8	635.000	5.000000	7.0	0.4	16.87	2.77e-07	0.83
chr18-2367	chr18	12972694	12973322	+	42.8	628.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr18-2654	chr18	34679583	34680215	+	42.8	632.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr18-2947	chr18	35959112	35959770	+	42.8	658.000	5.000000	7.0	0.4	16.87	2.77e-07	0.83
chr18-2422	chr18	37674310	37674810	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr18-2423	chr18	37742099	37742599	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr18-2430	chr18	38239313	38239813	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr18-2733	chr18	54952103	54952887	+	42.8	784.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr18-2770	chr18	65084101	65084928	+	42.8	827.000	6.000000	7.0	0.4	16.87	2.77e-07	0.75
chr18-2774	chr18	65489922	65490571	+	42.8	649.000	6.000000	7.0	0.4	16.87	2.77e-07	0.75
chr18-2510	chr18	65938521	65939021	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr18-2514	chr18	66470710	66471422	+	42.8	712.000	7.000000	7.0	0.4	16.87	2.77e-07	0.75
chr18-2552	chr18	80295921	80296421	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-2701	chr19	3321878	3322378	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3020	chr19	4906199	4906699	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr19-2470	chr19	5298222	5298889	+	42.8	667.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-2737	chr19	5745395	5746027	+	42.8	632.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr19-2757	chr19	6331797	6332297	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-2763	chr19	6855447	6855947	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-2524	chr19	8840523	8841023	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-2533	chr19	10422573	10423073	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-4014	chr19	14890250	14890947	+	42.8	697.000	4.000000	7.0	0.4	16.87	2.77e-07	0.75
chr19-3483	chr19	15801349	15802048	+	42.8	699.000	5.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-2554	chr19	16874404	16874904	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3516	chr19	24300779	24301574	+	42.8	795.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chr19-2856	chr19	29325585	29326085	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr19-2860	chr19	30539611	30540111	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3600	chr19	42201775	42202508	+	42.8	733.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr19-2903	chr19	43388067	43388567	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3216	chr19	43494664	43495320	+	42.8	656.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr19-4204	chr19	43612129	43612815	+	42.8	686.000	4.000000	7.0	0.4	16.87	2.77e-07	1.00
chr19-2931	chr19	45235123	45235623	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3657	chr19	45544557	45545212	+	42.8	655.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chr19-2934	chr19	45815771	45816271	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr19-3747	chr19	59468967	59469627	+	42.8	660.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-1232	chrX	10216156	10216656	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1933	chrX	20797655	20798317	+	42.8	662.000	5.000000	7.0	0.4	16.87	2.77e-07	0.83
chrX-1570	chrX	20869931	20870567	+	42.8	636.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-982	chrX	20950205	20950705	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chrX-1275	chrX	36743605	36744105	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chrX-1286	chrX	41400370	41400870	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1971	chrX	48256396	48257106	+	42.8	710.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-1022	chrX	52610888	52611560	+	42.8	672.000	8.000000	7.0	0.4	16.87	2.77e-07	0.83
chrX-1628	chrX	56374719	56375380	+	42.8	661.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-2024	chrX	60892776	60893472	+	42.8	696.000	5.000000	7.0	0.8	8.44	2.34e-05	0.85
chrX-1314	chrX	70364637	70365357	+	42.8	720.000	7.000000	7.0	0.4	16.87	2.77e-07	0.75
chrX-1320	chrX	71664434	71665082	+	42.8	648.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1324	chrX	72825077	72825577	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1685	chrX	75143100	75143600	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chrX-1349	chrX	75577726	75578226	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-2128	chrX	102156350	102156999	+	42.8	649.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chrX-1392	chrX	103623240	103623740	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1400	chrX	105764432	105764932	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-2164	chrX	112311178	112311995	+	42.8	817.000	5.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-2170	chrX	120290340	120291067	+	42.8	727.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-1769	chrX	133691319	133691960	+	42.8	641.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-1431	chrX	136115571	136116071	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1831	chrX	157817783	157818409	+	42.8	626.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chrX-1481	chrX	159988079	159988579	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1835	chrX	160390330	160390967	+	42.8	637.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chrX-1498	chrX	164076007	164076507	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrX-1503	chrX	168672113	168672613	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chrY-3	chrY	897711	898211	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr1-5619	chr1	56977392	56977892	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr1-4636	chr1	62795588	62796088	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4219	chr1	72236257	72236757	+	36.7	500.000	8.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4654	chr1	72640832	72641458	+	36.7	626.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5136	chr1	74042661	74043161	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4677	chr1	75251640	75252140	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5734	chr1	81593416	81594108	+	36.7	692.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr1-5208	chr1	89940073	89940573	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5211	chr1	91015654	91016287	+	36.7	633.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5220	chr1	93115074	93115574	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5254	chr1	121096818	121097318	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-6718	chr1	135368117	135368796	+	36.7	679.000	4.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5311	chr1	136696097	136696597	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4856	chr1	157554825	157555325	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5372	chr1	165018837	165019337	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5376	chr1	165765692	165766192	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5392	chr1	171036472	171037105	+	36.7	633.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr1-5401	chr1	172053892	172054392	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4932	chr1	180365174	180365674	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5436	chr1	180432882	180433382	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-4949	chr1	181466801	181467301	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5454	chr1	183146533	183147190	+	36.7	657.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr1-5462	chr1	184173040	184173540	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-5463	chr1	184727509	184728009	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr1-7046	chr1	188006992	188007636	+	36.7	644.000	4.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-6863	chr2	5097947	5098447	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6214	chr2	7080571	7081071	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6929	chr2	22227312	22227812	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6265	chr2	23234272	23234772	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6939	chr2	25240599	25241230	+	36.7	631.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6989	chr2	30613570	30614070	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6991	chr2	30716264	30716903	+	36.7	639.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr2-7004	chr2	31716274	31716774	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7005	chr2	31858682	31859182	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7016	chr2	32621247	32621747	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7032	chr2	33919951	33920598	+	36.7	647.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7055	chr2	37771677	37772177	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6399	chr2	49312923	49313423	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7082	chr2	52037937	52038437	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7094	chr2	61402700	61403200	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7095	chr2	61453902	61454402	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6447	chr2	73263539	73264039	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6452	chr2	73590480	73590980	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-9133	chr2	75776368	75777081	+	36.7	713.000	4.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-6475	chr2	79456598	79457098	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7169	chr2	84424881	84425381	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7179	chr2	84734213	84734713	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-8050	chr2	86020051	86020551	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6552	chr2	113828662	113829162	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-8157	chr2	118700259	118700917	+	36.7	658.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr2-7295	chr2	118710963	118711463	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-9385	chr2	119300105	119300772	+	36.7	667.000	4.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7332	chr2	122298504	122299004	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7350	chr2	128312024	128312524	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6642	chr2	131063184	131063684	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-8271	chr2	132131060	132131560	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-7387	chr2	138278513	138279149	+	36.7	636.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr2-8313	chr2	148030289	148030789	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-7412	chr2	150217990	150218616	+	36.7	626.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-8324	chr2	150500495	150500995	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-7437	chr2	152788851	152789351	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7459	chr2	153779027	153779527	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7492	chr2	157557535	157558035	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7504	chr2	158610752	158611252	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7514	chr2	161498836	161499477	+	36.7	641.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6746	chr2	162998892	162999392	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7529	chr2	164773815	164774315	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6781	chr2	167887653	167888153	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7551	chr2	168055890	168056520	+	36.7	630.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-6790	chr2	168161533	168162033	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-8497	chr2	168472952	168473452	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-8520	chr2	172547257	172547936	+	36.7	679.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr2-8528	chr2	173026795	173027453	+	36.7	658.000	5.000000	6.0	0.4	14.46	4.68e-06	0.75
chr2-6828	chr2	177464820	177465320	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr2-7612	chr2	181219709	181220209	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-3795	chr3	19647568	19648201	+	36.7	633.000	7.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4202	chr3	30647526	30648026	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-3854	chr3	55461447	55461947	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4758	chr3	57471001	57471639	+	36.7	638.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4293	chr3	79145207	79145707	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4798	chr3	82995139	82995639	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr3-4320	chr3	84345210	84345855	+	36.7	645.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4330	chr3	87910533	87911171	+	36.7	638.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4348	chr3	88149328	88149828	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4844	chr3	88376157	88376657	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr3-4890	chr3	89509655	89510296	+	36.7	641.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4922	chr3	94373430	94374075	+	36.7	645.000	5.000000	6.0	0.4	14.46	4.68e-06	0.75
chr3-4399	chr3	94657955	94658657	+	36.7	702.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4436	chr3	96560876	96561523	+	36.7	647.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4969	chr3	96580302	96580960	+	36.7	658.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-4975	chr3	96684616	96685268	+	36.7	652.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr3-5816	chr3	106000690	106001190	+	36.7	500.000	4.000000	6.0	0.4	14.46	4.68e-06	1.25
chr3-4505	chr3	107943347	107943847	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4541	chr3	121736204	121736704	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4070	chr3	121890999	121891499	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4548	chr3	127123582	127124082	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4090	chr3	127257559	127258059	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4555	chr3	127695434	127695934	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4567	chr3	129754736	129755236	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4585	chr3	135824788	135825288	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	1.00
chr3-4591	chr3	138825239	138825739	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4608	chr3	145292615	145293115	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr3-4138	chr3	151437752	151438389	+	36.7	637.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6188	chr4	22477340	22478049	+	36.7	709.000	5.000000	6.0	0.4	14.46	4.68e-06	0.80
chr4-5594	chr4	41498911	41499411	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5602	chr4	43453242	43453867	+	36.7	625.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5615	chr4	45795251	45795751	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5679	chr4	72198067	72198567	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	1.00
chr4-5694	chr4	83567549	83568207	+	36.7	658.000	6.000000	6.0	0.4	14.46	4.68e-06	0.75
chr4-7281	chr4	88763017	88763711	+	36.7	694.000	4.000000	6.0	0.4	14.46	4.68e-06	0.80
chr4-5740	chr4	101508748	101509248	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5785	chr4	115052550	115053050	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5831	chr4	118446463	118447109	+	36.7	646.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5318	chr4	124881425	124881925	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5883	chr4	125729197	125729697	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5884	chr4	125921706	125922206	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5887	chr4	126286392	126286892	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5331	chr4	127005207	127005707	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5899	chr4	128711640	128712267	+	36.7	627.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5934	chr4	131931925	131932425	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-5387	chr4	134019798	134020298	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6024	chr4	139833002	139833502	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6769	chr4	140957461	140958088	+	36.7	627.000	5.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6802	chr4	147350368	147350868	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	1.00
chr4-6803	chr4	147401315	147401980	+	36.7	665.000	5.000000	6.0	0.4	14.46	4.68e-06	0.75
chr4-6097	chr4	152138570	152139206	+	36.7	636.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6111	chr4	154237039	154237539	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr4-6118	chr4	154986027	154986527	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5640	chr5	7960093	7960593	+	36.7	500.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5672	chr5	24427877	24428586	+	36.7	709.000	6.000000	6.0	0.4	14.46	4.68e-06	0.80
chr5-6261	chr5	24526653	24527281	+	36.7	628.000	5.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5702	chr5	30342783	30343418	+	36.7	635.000	6.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5203	chr5	31095011	31095511	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5239	chr5	35391857	35392357	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5240	chr5	35525034	35525534	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-5252	chr5	37817089	37817589	+	36.7	500.000	7.000000	6.0	0.4	14.46	4.68e-06	0.83
chr5-6353	chr5	38319177	38319677	+	36.7	500.000	5.000000	6.0	0.4	14.46	4.68e-06	0.83
